Employee_ID,Employe_Name,Gender,Age,Date_of_Birth,Branch ,Department,Job_Role,Salary_Level,Work_Location,Joining_Date,Leaving_Date,Tenure_at_Company,Promotion_Attained,Still_Employed,Reason_for_Leaving,Satisfaction_Level,Engagement_Score,Performance_Rating,Average_Monthly_Work_Hours,Absenteeism_Days,Burnout_Risk,Yearly_Satisfaction_Feedback,Yearly_Engagement,Yearly_Work_Hours,Engagement_vs_Company,Absenteeism_vs_Company,Performance_vs_Company,Engagement_Change,Total_Training_Hours,Attended_Training_Hours,Absenteeism_Training_Hours,Attrition_Status
471,Ramon Leffler,Male,40,9/18/1984,India,Support,Executive,High,On Site,6/26/2014,,10,Yes,Yes, ,0.96,0.14,3,146,16,Low,2,1,1752,-0.35354,0.832,0.042,0.86,60,41,3,No
95,Hannah Lueilwitz,Male,45,6/17/1980,India,Technical,Executive,High,On Site,7/5/2014,,10,Yes,Yes, ,0.42,0.91,1,148,30,Low,3,2,1776,0.41646,14.832,-1.958,1.09,55,0,7,No
191,Emmett Daniel,Female,30,12/8/1994,India,Support,Engineer,Medium,Work From Home,7/5/2014,,10,No,Yes, ,0.28,0.94,2,174,5,Low,3,3,2088,0.44646,-10.168,-0.958,2.06,30,25,2,No
448,Andrea Mueller,Female,37,3/12/1987,South_Africa,Technical,Executive,High,On Site,7/15/2014,,10,No,Yes, ,0.16,0.22,5,150,2,Low,3,1,1800,-0.27354,-13.168,2.042,0.78,30,4,1,No
386,Mr. Winston Zieme II,Male,38,7/21/1986,Singapore,Management,Analyst,Medium,On Site,8/5/2014,,10,Yes,Yes, ,0.62,0.74,4,128,30,Low,4,5,1536,0.24646,14.832,1.042,4.26,60,30,2,No
133,Silvia Larson,Female,33,9/18/1991,United_Kingdom,Sales,Executive,High,Remote,8/18/2014,,10,No,Yes, ,0.08,0.33,1,136,7,Low,2,4,1632,-0.16354,-8.168,-1.958,3.67,55,4,2,No
218,Wanda Kuvalis IV,Male,24,3/25/2001,Singapore,Sales,Manager,High,Work From Home,8/18/2014,,10,No,Yes, ,0.88,0.66,1,129,20,Low,3,3,1548,0.16646,4.832,-1.958,2.34,55,29,2,No
455,Stephanie Boyle,Female,26,5/22/1999,India,Technical,Engineer,Medium,Work From Home,9/19/2014,,10,No,Yes, ,0.92,0.78,2,231,14,Medium,1,2,2772,0.28646,-1.168,-0.958,1.22,60,10,0,No
71,Gerardo Satterfield,Female,38,6/15/1987,India,Finance,Clerk,Low,Work From Home,9/20/2014,,10,Yes,Yes, ,0.08,0.6,4,166,30,Low,2,4,1992,0.10646,14.832,1.042,3.4,55,41,3,No
166,Francis Harber,Male,22,10/2/2003,Singapore,Finance,Clerk,Low,On Site,10/20/2014,,10,No,Yes, ,0.66,0.39,5,224,25,Medium,4,2,2688,-0.10354,9.832,2.042,1.61,45,17,0,No
29,Pam Hintz,Female,52,5/21/1973,United_Kingdom,Management,Clerk,Low,Remote,11/25/2014,,10,Yes,Yes, ,0.57,0.1,2,246,26,High,2,2,2952,-0.39354,10.832,-0.958,1.9,50,18,0,No
292,Mr. Darren Roberts,Female,53,8/21/1971,South_Africa,Finance,Manager,High,Work From Home,11/25/2014,,10,Yes,Yes, ,0.45,0.51,5,150,22,Low,2,5,1800,0.01646,6.832,2.042,4.49,55,36,2,No
174,Valerie Nolan,Female,34,8/10/1990,Singapore,Sales,Executive,High,On Site,12/6/2014,,10,No,Yes, ,0.49,0.26,4,146,28,Low,4,3,1752,-0.23354,12.832,1.042,2.74,50,32,4,No
481,Gladys Williamson,Female,54,12/11/1970,United_Kingdom,Support,Clerk,Low,Work From Home,12/27/2014,,10,Yes,Yes, ,0.36,0.25,5,154,4,Low,1,5,1848,-0.24354,-11.168,2.042,4.75,30,27,1,No
440,Randy O'Kon III,Female,42,9/1/1983,South_Africa,Support,Executive,High,Remote,1/21/2013,,11,Yes,Yes, ,0.05,0.05,4,248,22,High,5,1,2976,-0.44354,6.832,1.042,0.95,35,33,1,No
337,Meghan Weissnat,Female,52,2/11/1972,United_Kingdom,Support,Analyst,Medium,On Site,1/28/2013,,11,Yes,Yes, ,0,0.42,5,176,9,Low,5,5,2112,-0.07354,-6.168,2.042,4.58,60,32,5,No
31,Mary Collins,Male,28,8/29/1996,India,IT,Engineer,Medium,On Site,2/1/2013,,11,No,Yes, ,0.19,0.07,4,234,22,Medium,4,2,2808,-0.42354,6.832,1.042,1.93,35,31,1,No
81,Terry Schoen PhD,Female,24,1/27/2001,United_Kingdom,IT,Manager,High,On Site,2/6/2013,,11,Yes,Yes, ,0.45,0.55,2,249,12,High,2,4,2988,0.05646,-3.168,-0.958,3.45,60,7,1,No
350,Jacob Hoppe,Female,54,8/31/1970,Singapore,Finance,Clerk,Low,On Site,3/14/2013,,11,No,Yes, ,0.33,0.06,4,152,12,Low,4,3,1824,-0.43354,-3.168,1.042,2.94,45,31,7,No
447,Valerie Dickinson,Male,22,7/17/2002,India,Management,Engineer,Medium,On Site,5/27/2013,,11,Yes,Yes, ,0.75,0.53,5,231,14,Medium,4,3,2772,0.03646,-1.168,2.042,2.47,30,25,6,No
54,Donna Reinger,Male,53,1/23/1972,Singapore,Management,Engineer,Medium,Work From Home,6/11/2013,,11,No,Yes, ,0.89,0.53,3,139,24,Low,2,1,1668,0.03646,8.832,0.042,0.47,60,1,7,No
7,Penny Considine,Male,55,12/25/1969,India,IT,Manager,High,Remote,6/12/2013,,11,No,Yes, ,0.33,0.57,4,159,20,Low,5,2,1908,0.07646,4.832,1.042,1.43,55,3,7,No
463,Victoria Pfeffer,Male,50,2/16/1975,India,Finance,Engineer,Medium,Remote,7/4/2013,,11,No,Yes, ,0.35,0.41,2,219,29,Medium,5,3,2628,-0.08354,13.832,-0.958,2.59,30,25,1,No
96,Mrs. Tamara O'Connell,Male,49,5/25/1976,South_Africa,Support,Executive,High,On Site,7/15/2013,,11,Yes,Yes, ,0.96,0.15,4,182,28,Low,1,1,2184,-0.34354,12.832,1.042,0.85,35,31,6,No
62,Gail Hoppe,Male,34,10/23/1990,Singapore,Support,Clerk,Low,On Site,8/16/2013,,11,No,Yes, ,0.76,0.05,2,237,2,Medium,3,2,2844,-0.44354,-13.168,-0.958,1.95,35,1,1,No
228,Gerardo Willms,Female,40,6/6/1985,South_Africa,IT,Manager,High,On Site,9/26/2013,,11,No,Yes, ,0.87,0.84,5,168,20,Low,2,5,2016,0.34646,4.832,2.042,4.16,35,28,3,No
41,Lester Huel,Female,56,12/6/1969,United_Kingdom,Sales,Analyst,Medium,On Site,10/31/2013,,11,Yes,Yes, ,0.55,0.94,3,184,0,Low,2,3,2208,0.44646,-15.168,0.042,2.06,30,28,2,No
380,Moses Oberbrunner,Female,28,12/14/1996,South_Africa,IT,Manager,High,Remote,2/21/2012,,12,Yes,Yes, ,0.82,0.4,3,258,20,High,1,2,3096,-0.09354,4.832,0.042,1.6,35,21,6,No
302,Erika Glover,Male,52,9/27/1972,Singapore,IT,Executive,High,Work From Home,3/7/2012,,12,No,Yes, ,0.72,0.27,1,198,24,Low,1,2,2376,-0.22354,8.832,-1.958,1.73,45,5,1,No
68,Megan Steuber-Steuber,Male,37,2/7/1988,South_Africa,Sales,Executive,High,Remote,3/13/2012,,12,No,Yes, ,0.7,0.41,3,212,17,Medium,5,2,2544,-0.08354,1.832,0.042,1.59,60,40,6,No
456,Dr. Bruce Cummings III,Male,35,8/30/1989,South_Africa,Sales,Executive,High,Remote,3/28/2012,,12,Yes,Yes, ,0.8,0.05,3,235,15,Medium,2,2,2820,-0.44354,-0.168,0.042,1.95,50,26,4,No
498,Ms. Shelly Hyatt,Male,48,11/6/1977,Singapore,Management,Engineer,Medium,On Site,3/30/2012,,12,No,Yes, ,0.4,0.3,3,166,26,Low,3,4,1992,-0.19354,10.832,0.042,3.7,35,25,2,No
25,Ronnie O'Conner II,Male,29,2/24/1996,United_Kingdom,Technical,Analyst,Medium,Work From Home,4/23/2012,,12,No,Yes, ,0.31,0.54,3,234,21,Medium,5,3,2808,0.04646,5.832,0.042,2.46,30,21,0,No
401,Lonnie Muller,Female,36,3/28/1989,United_Kingdom,Sales,Analyst,Medium,Remote,4/28/2012,,12,Yes,Yes, ,0.46,0.67,5,231,0,Medium,3,3,2772,0.17646,-15.168,2.042,2.33,60,47,2,No
489,Roberto Schaefer DVM,Female,32,9/18/1992,United_Kingdom,IT,Manager,High,Work From Home,5/19/2012,,12,Yes,Yes, ,0.27,0.4,4,232,9,Medium,4,1,2784,-0.09354,-6.168,1.042,0.6,45,28,4,No
64,Glenn Gibson-Blanda,Male,35,5/5/1990,South_Africa,Sales,Analyst,Medium,Work From Home,5/27/2012,,12,No,Yes, ,0.9,0.62,2,157,17,Low,2,2,1884,0.12646,1.832,-0.958,1.38,55,28,4,No
136,Cathy Raynor III,Female,22,6/15/2003,South_Africa,Support,Manager,High,Work From Home,7/5/2012,,12,Yes,Yes, ,0.07,0.85,5,244,11,High,5,3,2928,0.35646,-4.168,2.042,2.15,50,17,1,No
190,Doris Treutel II,Male,59,2/12/1965,Singapore,Sales,Manager,High,On Site,7/12/2012,,12,Yes,Yes, ,0.23,0.34,1,204,1,Medium,3,1,2448,-0.15354,-14.168,-1.958,0.66,30,13,1,No
86,Maureen Dooley,Male,38,11/28/1986,Singapore,Sales,Engineer,Medium,Remote,8/3/2012,,12,No,Yes, ,0.53,0.07,3,158,18,Low,3,3,1896,-0.42354,2.832,0.042,2.93,50,16,3,No
74,Lindsey Schuster,Male,43,8/3/1982,Singapore,Finance,Engineer,Medium,Work From Home,9/6/2012,,12,Yes,Yes, ,0.89,0.59,4,257,2,High,1,5,3084,0.09646,-13.168,1.042,4.41,30,21,2,No
267,Dustin O'Hara,Female,45,5/6/1980,India,Support,Analyst,Medium,On Site,9/22/2012,,12,No,Yes, ,0.82,0.53,3,160,6,Low,5,3,1920,0.03646,-9.168,0.042,2.47,50,40,3,No
470,Rufus Raynor,Female,32,7/26/1992,Singapore,Finance,Clerk,Low,Work From Home,9/28/2012,,12,Yes,Yes, ,0.21,0.77,2,225,23,Medium,4,4,2700,0.27646,7.832,-0.958,3.23,45,26,0,No
304,Krista Brekke,Female,50,8/2/1975,South_Africa,Management,Clerk,Low,Work From Home,12/11/2012,,12,Yes,Yes, ,0.36,0.27,3,219,17,Medium,3,5,2628,-0.22354,1.832,0.042,4.73,50,32,4,No
36,Mandy Douglas,Male,22,10/5/2003,South_Africa,Support,Clerk,Low,On Site,12/12/2012,,12,No,Yes, ,0.16,0.25,1,236,0,Medium,5,5,2832,-0.24354,-15.168,-1.958,4.75,30,20,4,No
198,Evan Hamill,Male,55,10/22/1969,Singapore,IT,Executive,High,On Site,12/20/2012,,12,No,Yes, ,0.48,0.75,1,202,8,Medium,3,5,2424,0.25646,-7.168,-1.958,4.25,45,27,0,No
309,Kristy Sawayn,Female,57,6/14/1968,United_Kingdom,Sales,Manager,High,On Site,12/27/2012,,12,Yes,Yes, ,0.66,0.47,1,219,12,Medium,5,5,2628,-0.02354,-3.168,-1.958,4.53,45,27,7,No
487,Toni Torp II,Male,43,5/30/1982,India,Technical,Executive,High,Work From Home,1/22/2011,,13,Yes,Yes, ,0.13,0.96,3,145,22,Low,3,5,1740,0.46646,6.832,0.042,4.04,30,6,3,No
193,Katherine Runolfsson,Female,56,7/2/1969,United_Kingdom,Support,Manager,High,Work From Home,2/25/2011,,13,No,Yes, ,0.87,0.81,4,133,8,Low,5,3,1596,0.31646,-7.168,1.042,2.19,30,8,6,No
336,Mrs. Eunice Legros,Male,55,6/21/1970,South_Africa,Sales,Clerk,Low,On Site,2/25/2011,,13,No,Yes, ,0.82,0.52,1,235,22,Medium,5,5,2820,0.02646,6.832,-1.958,4.48,45,33,1,No
216,Randal Hickle,Male,48,5/24/1977,South_Africa,Sales,Analyst,Medium,Work From Home,3/6/2011,,13,Yes,Yes, ,0.15,0.34,3,216,23,Medium,3,3,2592,-0.15354,7.832,0.042,2.66,50,21,4,No
445,Kyle Beahan,Male,28,5/25/1997,United_Kingdom,IT,Engineer,Medium,Remote,4/7/2011,,13,No,Yes, ,0.77,0.04,3,200,2,Low,3,4,2400,-0.45354,-13.168,0.042,3.96,55,51,2,No
151,Sally Lakin,Male,24,12/17/2000,India,Technical,Clerk,Low,Remote,4/23/2011,,13,No,Yes, ,0.22,0.42,1,254,11,High,1,5,3048,-0.07354,-4.168,-1.958,4.58,50,35,7,No
179,Lynda Pacocha,Female,48,9/23/1976,India,Finance,Engineer,Medium,Work From Home,5/8/2011,,13,No,Yes, ,0.73,0.85,2,208,17,Medium,3,4,2496,0.35646,1.832,-0.958,3.15,30,11,7,No
461,Dr. Roman Bauch,Male,49,3/17/1976,United_Kingdom,Sales,Clerk,Low,On Site,6/3/2011,,13,No,Yes, ,0.29,0.28,2,190,12,Low,4,4,2280,-0.21354,-3.168,-0.958,3.72,45,21,1,No
113,Carmen Williamson,Female,56,6/3/1969,United_Kingdom,Technical,Manager,High,Remote,6/29/2011,,13,No,Yes, ,0.59,0.36,4,168,28,Low,1,2,2016,-0.13354,12.832,1.042,1.64,35,23,4,No
75,Lynn Balistreri,Male,39,3/22/1986,India,Technical,Clerk,Low,Work From Home,7/8/2011,,13,No,Yes, ,0.74,0.56,1,202,9,Medium,1,5,2424,0.06646,-6.168,-1.958,4.44,60,28,5,No
200,Mr. Ramon Sporer IV,Female,50,9/9/1974,South_Africa,Technical,Analyst,Medium,Remote,7/21/2011,,13,Yes,Yes, ,0.85,0.72,5,235,30,Medium,5,3,2820,0.22646,14.832,2.042,2.28,30,14,0,No
105,Heather Botsford,Male,51,3/16/1974,United_Kingdom,Finance,Clerk,Low,Work From Home,7/25/2011,,13,Yes,Yes, ,0.18,0.48,1,133,8,Low,2,5,1596,-0.01354,-7.168,-1.958,4.52,45,32,0,No
434,Cecilia Christiansen MD,Female,23,1/30/2002,Singapore,Support,Executive,High,Work From Home,8/15/2011,,13,Yes,Yes, ,0.43,0.83,5,235,5,Medium,5,2,2820,0.33646,-10.168,2.042,1.17,60,4,7,No
255,Mattie Hauck,Female,46,3/8/1978,India,Sales,Executive,High,Work From Home,8/20/2011,,13,Yes,Yes, ,0.97,0.13,1,202,13,Medium,3,3,2424,-0.36354,-2.168,-1.958,2.87,55,51,0,No
236,Jimmy Morissette,Male,55,6/17/1970,South_Africa,IT,Engineer,Medium,Remote,9/12/2011,,13,No,Yes, ,0.54,0.08,2,184,9,Low,5,5,2208,-0.41354,-6.168,-0.958,4.92,60,22,6,No
262,Marcella Cronin,Female,59,10/13/1965,Singapore,Technical,Manager,High,Remote,9/14/2011,,13,Yes,Yes, ,0.24,0.51,4,123,21,Low,4,5,1476,0.01646,5.832,1.042,4.49,45,42,4,No
222,Monique Davis,Female,31,1/6/1994,Singapore,Finance,Clerk,Low,Work From Home,9/23/2011,,13,No,Yes, ,0.79,0.09,4,133,2,Low,5,2,1596,-0.40354,-13.168,1.042,1.91,35,24,4,No
344,Heather Stehr,Female,33,1/16/1992,South_Africa,Support,Analyst,Medium,Remote,9/27/2011,,13,Yes,Yes, ,0.5,0.38,4,151,3,Low,2,1,1812,-0.11354,-12.168,1.042,0.62,55,54,3,No
437,Nancy Schuster,Male,29,12/18/1995,United_Kingdom,IT,Clerk,Low,Remote,9/27/2011,,13,Yes,Yes, ,0.1,0.58,5,175,26,Low,5,5,2100,0.08646,10.832,2.042,4.42,50,36,5,No
427,Harry Heller,Female,29,11/18/1995,India,Technical,Clerk,Low,Remote,11/1/2011,,13,No,Yes, ,0.42,0.29,5,234,1,Medium,3,4,2808,-0.20354,-14.168,2.042,3.71,60,23,4,No
30,Dr. Lindsey Sipes,Female,47,10/13/1977,Singapore,Sales,Executive,High,On Site,11/20/2011,,13,Yes,Yes, ,0.36,0.29,2,218,17,Medium,1,5,2616,-0.20354,1.832,-0.958,4.71,50,6,0,No
264,Al Howell,Female,38,11/5/1987,South_Africa,Finance,Engineer,Medium,Work From Home,12/6/2011,,13,No,Yes, ,0.05,0.14,4,225,0,Medium,1,5,2700,-0.35354,-15.168,1.042,4.86,35,32,4,No
353,Joel Strosin,Female,48,1/17/1977,United_Kingdom,Finance,Clerk,Low,Remote,1/2/2010,,14,Yes,Yes, ,0.26,0.21,1,154,15,Low,2,4,1848,-0.28354,-0.168,-1.958,3.79,30,20,7,No
101,Fredrick Leuschke,Female,24,5/17/2001,United_Kingdom,Finance,Engineer,Medium,Remote,1/23/2010,,14,Yes,Yes, ,0.24,0.1,3,174,15,Low,2,2,2088,-0.39354,-0.168,0.042,1.9,35,29,2,No
127,Travis Emmerich,Male,30,2/5/1995,India,Sales,Engineer,Medium,Remote,1/29/2010,,14,Yes,Yes, ,0.46,0.39,3,148,8,Low,3,1,1776,-0.10354,-7.168,0.042,0.61,55,27,2,No
52,Kathryn Lockman,Male,34,10/11/1990,South_Africa,Technical,Analyst,Medium,Work From Home,2/26/2010,,14,Yes,Yes, ,0.06,0.12,5,246,8,High,1,3,2952,-0.37354,-7.168,2.042,2.88,45,16,5,No
22,Penny Swaniawski,Female,23,6/9/2001,Singapore,IT,Analyst,Medium,On Site,3/12/2010,,14,Yes,Yes, ,0.56,0.88,1,218,18,Medium,3,4,2616,0.38646,2.832,-1.958,3.12,35,12,2,No
297,Marilyn Boyer-Sanford,Male,35,3/1/1990,United_Kingdom,Finance,Engineer,Medium,Work From Home,4/14/2010,,14,Yes,Yes, ,0.7,0.01,3,242,5,High,2,1,2904,-0.48354,-10.168,0.042,0.99,45,30,2,No
442,Oliver Tillman,Male,37,2/7/1988,Singapore,Sales,Engineer,Medium,Remote,4/16/2010,,14,Yes,Yes, ,0.05,0.56,5,200,15,Low,5,3,2400,0.06646,-0.168,2.042,2.44,50,7,2,No
256,Woodrow Purdy,Male,40,12/22/1984,South_Africa,Sales,Analyst,Medium,On Site,5/17/2010,,14,Yes,Yes, ,0.73,0.3,1,138,14,Low,4,5,1656,-0.19354,-1.168,-1.958,4.7,55,4,6,No
424,Karla Goldner,Male,56,8/18/1968,South_Africa,Technical,Clerk,Low,On Site,5/19/2010,,14,Yes,Yes, ,0.24,0.05,1,255,7,High,3,4,3060,-0.44354,-8.168,-1.958,3.95,50,24,7,No
389,Ernesto Reilly,Male,32,12/14/1992,United_Kingdom,Technical,Executive,High,Remote,5/29/2010,,14,No,Yes, ,0.7,0.38,2,142,17,Low,1,1,1704,-0.11354,1.832,-0.958,0.62,55,47,1,No
171,Sean Walter PhD,Female,30,6/7/1995,India,Support,Clerk,Low,Work From Home,8/1/2010,,14,Yes,Yes, ,0.95,0.85,4,236,28,Medium,2,1,2832,0.35646,12.832,1.042,0.15,50,1,3,No
318,Nadine Crooks,Male,53,8/18/1971,Singapore,Management,Clerk,Low,On Site,8/7/2010,,14,No,Yes, ,0.08,0.37,3,209,11,Medium,2,1,2508,-0.12354,-4.168,0.042,0.63,50,39,5,No
299,Dexter Will,Female,50,11/25/1974,India,Finance,Engineer,Medium,On Site,8/14/2010,,14,No,Yes, ,0.23,0.64,5,132,20,Low,3,5,1584,0.14646,4.832,2.042,4.36,35,26,5,No
329,Colleen Kuvalis,Male,50,8/21/1974,United_Kingdom,Management,Manager,High,On Site,9/11/2010,,14,Yes,Yes, ,0.39,0.75,3,218,16,Medium,3,2,2616,0.25646,0.832,0.042,1.25,45,32,5,No
418,Karen Kozey,Female,52,7/30/1972,Singapore,Technical,Analyst,Medium,On Site,9/13/2010,,14,Yes,Yes, ,0.18,0.67,1,150,29,Low,5,2,1800,0.17646,13.832,-1.958,1.33,30,2,7,No
253,Cesar Konopelski IV,Female,38,2/6/1987,United_Kingdom,Finance,Manager,High,Remote,10/13/2010,,14,Yes,Yes, ,0.06,0.9,3,253,26,High,3,3,3036,0.40646,10.832,0.042,2.1,30,29,4,No
333,Stella Veum,Female,56,4/30/1969,United_Kingdom,IT,Manager,High,Remote,10/29/2010,,14,Yes,Yes, ,0.28,0.35,2,159,4,Low,5,4,1908,-0.14354,-11.168,-0.958,3.65,60,20,5,No
137,Tanya Barton,Male,54,3/3/1971,United_Kingdom,IT,Executive,High,On Site,12/13/2010,,14,Yes,Yes, ,0.77,0.68,2,148,3,Low,1,3,1776,0.18646,-12.168,-0.958,2.32,50,15,3,No
233,Meredith Schuppe,Female,42,12/28/1982,United_Kingdom,Finance,Executive,High,Remote,12/14/2010,,14,Yes,Yes, ,0.77,0.09,2,239,13,Medium,1,5,2868,-0.40354,-2.168,-0.958,4.91,50,23,0,No
390,Lee O'Hara,Male,24,1/22/2001,Singapore,Support,Analyst,Medium,On Site,1/6/2009,,15,Yes,Yes, ,0.23,0.53,4,241,13,High,5,3,2892,0.03646,-2.168,1.042,2.47,50,32,7,No
425,Miss Tiffany Barrows-Treutel,Male,22,3/22/2003,United_Kingdom,Technical,Clerk,Low,On Site,1/16/2009,,15,No,Yes, ,0.2,0.06,3,214,16,Medium,1,2,2568,-0.43354,0.832,0.042,1.94,60,7,3,No
16,Jerald Schneider,Female,53,9/4/1972,South_Africa,Technical,Clerk,Low,On Site,1/17/2009,,15,No,Yes, ,0.4,0.06,2,171,11,Low,2,3,2052,-0.43354,-4.168,-0.958,2.94,45,1,6,No
384,Danny Nader,Male,52,3/29/1973,South_Africa,Sales,Manager,High,Remote,1/19/2009,,15,No,Yes, ,0.83,0.84,1,211,30,Medium,4,2,2532,0.34646,14.832,-1.958,1.16,60,32,3,No
411,Douglas Abernathy,Male,44,2/17/1981,India,IT,Clerk,Low,Remote,1/31/2009,,15,Yes,Yes, ,0.98,0.4,2,128,21,Low,5,1,1536,-0.09354,5.832,-0.958,0.6,50,47,6,No
229,Danny Wisozk,Male,57,6/5/1968,United_Kingdom,Support,Analyst,Medium,On Site,2/13/2009,,15,No,Yes, ,0.05,0.9,3,248,23,High,1,4,2976,0.40646,7.832,0.042,3.1,30,25,0,No
454,Guy Klocko,Male,24,8/25/2000,Singapore,Technical,Analyst,Medium,Work From Home,2/23/2009,,15,No,Yes, ,0.69,0.12,1,192,22,Low,2,3,2304,-0.37354,6.832,-1.958,2.88,35,0,2,No
360,Mr. Kelvin Littel-Jakubowski,Male,42,7/3/1983,South_Africa,Technical,Analyst,Medium,Work From Home,2/24/2009,,15,Yes,Yes, ,0.82,0.51,3,211,16,Medium,3,1,2532,0.01646,0.832,0.042,0.49,35,27,4,No
394,Ernesto Rogahn,Female,59,1/21/1966,Singapore,IT,Engineer,Medium,Work From Home,3/1/2009,,15,Yes,Yes, ,0.9,0.93,3,180,9,Low,3,5,2160,0.43646,-6.168,0.042,4.07,30,23,1,No
269,Irma Hickle II,Male,33,12/11/1991,United_Kingdom,Management,Engineer,Medium,On Site,3/26/2009,,15,Yes,Yes, ,0.72,0.95,5,127,24,Low,3,5,1524,0.45646,8.832,2.042,4.05,35,34,4,No
410,Willie Block,Male,52,3/7/1973,Singapore,Management,Executive,High,On Site,3/27/2009,,15,Yes,Yes, ,0.8,0.14,2,247,13,High,3,4,2964,-0.35354,-2.168,-0.958,3.86,50,27,4,No
77,Rodney Nolan-Moen DVM,Male,27,4/29/1998,United_Kingdom,Technical,Manager,High,Work From Home,5/14/2009,,15,Yes,Yes, ,0.19,0.29,1,250,18,High,5,4,3000,-0.20354,2.832,-1.958,3.71,45,39,2,No
325,Melanie Ondricka,Female,50,5/16/1975,United_Kingdom,Technical,Executive,High,Work From Home,5/18/2009,,15,Yes,Yes, ,0.7,0.4,2,127,12,Low,2,4,1524,-0.09354,-3.168,-0.958,3.6,30,11,3,No
92,Sonya Roberts-Ratke,Female,58,8/22/1966,South_Africa,Sales,Analyst,Medium,On Site,6/11/2009,,15,No,Yes, ,0.07,0.08,1,130,22,Low,1,5,1560,-0.41354,6.832,-1.958,4.92,30,7,0,No
443,Jasmine Waelchi-Heathcote,Male,35,11/13/1989,India,Sales,Analyst,Medium,On Site,8/17/2009,,15,No,Yes, ,0.58,0.76,5,179,5,Low,5,2,2148,0.26646,-10.168,2.042,1.24,50,26,7,No
294,Kay Hand,Female,40,10/20/1984,Singapore,Management,Clerk,Low,Remote,9/29/2009,,15,Yes,Yes, ,0.29,0.01,1,155,24,Low,5,1,1860,-0.48354,8.832,-1.958,0.99,35,2,1,No
449,Heidi Collins,Female,23,10/16/2001,United_Kingdom,Finance,Engineer,Medium,Remote,10/15/2009,,15,Yes,Yes, ,0.46,0.38,5,176,15,Low,3,2,2112,-0.11354,-0.168,2.042,1.62,55,52,6,No
273,Mr. Jonathon Hilll I,Male,27,3/2/1998,United_Kingdom,Finance,Clerk,Low,Remote,10/25/2009,,15,Yes,Yes, ,0.53,0.83,2,200,8,Low,4,3,2400,0.33646,-7.168,-0.958,2.17,60,59,0,No
149,Carroll Balistreri,Female,35,6/28/1990,United_Kingdom,Technical,Manager,High,Remote,11/4/2009,,15,No,Yes, ,0.16,0.87,2,174,13,Low,4,5,2088,0.37646,-2.168,-0.958,4.13,60,0,0,No
296,Cecelia Reinger,Male,23,12/28/2001,South_Africa,IT,Executive,High,Remote,11/15/2009,,15,No,Yes, ,0.49,0.08,4,221,10,Medium,3,3,2652,-0.41354,-5.168,1.042,2.92,35,12,0,No
154,Wendell Daniel,Female,33,2/29/1992,Singapore,Finance,Clerk,Low,On Site,12/2/2009,,15,Yes,Yes, ,0.84,0.24,2,127,3,Low,2,4,1524,-0.25354,-12.168,-0.958,3.76,45,2,4,No
268,Bennie Jenkins,Female,40,12/8/1984,South_Africa,Finance,Executive,High,Remote,12/7/2009,,15,No,Yes, ,0.39,0.42,4,191,7,Low,5,5,2292,-0.07354,-8.168,1.042,4.58,30,5,4,No
293,Heather Hamill,Male,43,1/22/1982,United_Kingdom,Sales,Engineer,Medium,On Site,12/16/2009,,15,Yes,Yes, ,0.53,0.63,5,154,23,Low,1,3,1848,0.13646,7.832,2.042,2.37,45,14,7,No
115,Marsha Mayert,Female,46,10/18/1978,India,Sales,Clerk,Low,Work From Home,12/21/2009,,15,Yes,Yes, ,0.99,0.94,2,135,6,Low,1,2,1620,0.44646,-9.168,-0.958,1.06,30,14,6,No
340,Helen Bartell,Female,29,10/11/1995,South_Africa,Technical,Engineer,Medium,Remote,12/21/2009,,15,Yes,Yes, ,0.41,0.75,3,128,16,Low,3,2,1536,0.25646,0.832,0.042,1.25,60,8,2,No
378,Dr. Jeanette Blanda,Male,22,8/11/2002,Singapore,Sales,Analyst,Medium,Remote,12/24/2009,,15,No,Yes, ,0.79,0.07,5,250,14,High,5,5,3000,-0.42354,-1.168,2.042,4.93,45,1,3,No
24,Randolph Corwin-Hayes,Female,56,12/2/1969,South_Africa,Finance,Executive,High,Work From Home,2/9/2008,,16,Yes,Yes, ,0.16,0.55,3,187,0,Low,5,4,2244,0.05646,-15.168,0.042,3.45,35,5,7,No
196,Phyllis Fay,Male,34,3/15/1991,South_Africa,Management,Analyst,Medium,On Site,2/12/2008,,16,No,Yes, ,0.03,0.14,4,131,27,Low,5,4,1572,-0.35354,11.832,1.042,3.86,50,18,0,No
109,Miss June Collins,Male,28,1/16/1997,United_Kingdom,Finance,Manager,High,Work From Home,2/17/2008,,16,No,Yes, ,0.4,0.77,2,173,10,Low,1,3,2076,0.27646,-5.168,-0.958,2.23,60,52,6,No
194,Charlie Blanda,Male,23,7/25/2001,Singapore,Sales,Engineer,Medium,Work From Home,2/26/2008,,16,No,Yes, ,0.35,0.98,2,144,1,Low,1,5,1728,0.48646,-14.168,-0.958,4.02,45,11,0,No
478,Miss Traci Boyer-Pfannerstill,Male,57,11/12/1967,Singapore,Support,Manager,High,Remote,3/7/2008,,16,No,Yes, ,0.68,0.95,3,228,26,Medium,3,5,2736,0.45646,10.832,0.042,4.05,55,15,1,No
